time_s,ch4_ppm,temp_C,humidity_pct
254,11.0342,22.54,42.31
255,5.4810,22.55,42.27
256,10.6837,22.56,42.24
257,8.1991,22.57,42.21
258,10.9925,22.58,42.17
259,8.1225,22.59,42.15
260,9.2152,22.60,42.12
261,7.8501,22.61,42.10
262,8.4696,22.62,42.08
263,11.5139,22.63,42.06
264,10.3170,22.64,42.04
265,9.2254,22.65,42.03
266,8.1802,22.66,42.02
267,7.4328,22.67,42.01
268,8.6125,22.68,42.00
269,9.4946,22.69,42.00
270,9.4691,22.70,42.00
271,8.9950,22.71,42.00
272,8.6857,22.72,42.00
273,10.0066,22.73,42.01
274,9.3701,22.74,42.02
275,11.5811,22.75,42.03
276,12.2145,22.76,42.04
277,8.4859,22.77,42.06
278,8.6461,22.78,42.08
279,9.4754,22.79,42.10
280,8.7998,22.80,42.12
281,8.2132,22.81,42.15
282,9.4108,22.82,42.17
283,8.1249,22.83,42.21
284,10.8102,22.84,42.24
285,9.5612,22.85,42.27
286,9.9157,22.86,42.31
287,9.8733,22.87,42.35
288,8.4153,22.88,42.39
289,8.1778,22.89,42.44
290,8.6291,22.90,42.48
291,9.3971,22.91,42.53
292,10.2326,22.92,42.58
293,9.8969,22.93,42.64
294,7.9929,22.94,42.69
295,9.7099,22.95,42.75
296,7.8598,22.96,42.81
297,8.6679,22.97,42.87
298,9.1157,22.98,42.94
299,6.8226,22.99,43.00
300,2.6753,23.00,43.07
301,2.3404,23.01,43.14
302,2.1252,23.02,43.22
303,1.9426,23.03,43.29
304,1.9229,23.04,43.37
305,2.7058,23.05,43.45
306,2.3219,23.06,43.53
307,2.1679,23.07,43.61
308,2.0228,23.08,43.70
309,1.7554,23.09,43.78
310,2.1199,23.10,43.87
311,2.4487,23.11,43.96
312,2.0052,23.12,44.05
313,2.0627,23.13,44.15
314,2.0645,23.14,44.25
315,2.1798,23.15,44.34
316,1.5835,23.16,44.44
317,2.0583,23.17,44.54
318,1.8413,23.18,44.65
319,2.4495,23.19,44.75
320,1.8698,23.20,44.86
321,2.3410,23.21,44.97
322,2.6722,23.22,45.07
323,2.0285,23.23,45.19
324,1.9272,23.24,45.30
325,2.2043,23.25,45.41
326,2.1361,23.26,45.53
327,1.7886,23.27,45.64
328,2.2972,23.28,45.76
329,2.8408,23.29,45.88
330,2.0446,23.30,46.00
331,2.0634,23.31,46.12
332,1.7682,23.32,46.24
333,2.2451,23.33,46.37
334,1.6964,23.34,46.49
335,1.7449,23.35,46.62
336,2.5797,23.36,46.75
337,1.8143,23.37,46.87
338,2.5092,23.38,47.00
339,2.6637,23.39,47.13
340,2.2203,23.40,47.26
341,2.3227,23.41,47.40
342,2.8117,23.42,47.53
343,2.0589,23.43,47.66
344,1.9196,23.44,47.79
345,1.6529,23.45,47.93
346,2.1406,23.46,48.06
347,2.6430,23.47,48.20
348,2.4606,23.48,48.34
349,1.7943,23.49,48.47
350,1.8240,23.50,48.61
351,1.9463,23.51,48.75
352,2.2244,23.52,48.89
353,2.0496,23.53,49.03
354,2.1958,23.54,49.16
355,2.2239,23.55,49.30
356,2.0148,23.56,49.44
357,2.1046,23.57,49.58
358,2.1903,23.58,49.72
359,2.0878,23.59,49.86
