time_s,ch4_ppm,temp_C,humidity_pct
66,1.7837,20.66,57.31
67,1.6925,20.67,57.36
68,1.2071,20.68,57.42
69,1.8805,20.69,57.47
70,2.3131,20.70,57.52
71,2.1337,20.71,57.56
72,1.7914,20.72,57.61
73,1.9978,20.73,57.65
74,2.2692,20.74,57.69
75,1.0395,20.75,57.73
76,1.9634,20.76,57.76
77,2.1984,20.77,57.79
78,2.2483,20.78,57.83
79,2.6062,20.79,57.85
80,2.4095,20.80,57.88
81,2.1229,20.81,57.90
82,2.1205,20.82,57.92
83,2.2915,20.83,57.94
84,1.8286,20.84,57.96
85,2.0046,20.85,57.97
86,2.3371,20.86,57.98
87,2.7063,20.87,57.99
88,1.9667,20.88,58.00
89,2.0068,20.89,58.00
90,2.0945,20.90,58.00
91,2.4964,20.91,58.00
92,2.0169,20.92,58.00
93,2.5430,20.93,57.99
94,1.6917,20.94,57.98
95,1.9661,20.95,57.97
96,1.9631,20.96,57.96
97,2.3090,20.97,57.94
98,2.4008,20.98,57.92
99,1.5079,20.99,57.90
100,1.7171,21.00,57.88
101,2.1565,21.01,57.85
102,1.8093,21.02,57.83
103,1.5082,21.03,57.79
104,2.4057,21.04,57.76
105,2.2163,21.05,57.73
106,2.2172,21.06,57.69
107,1.8794,21.07,57.65
108,2.4071,21.08,57.61
109,1.9641,21.09,57.56
110,2.4330,21.10,57.52
111,1.7314,21.11,57.47
112,1.7527,21.12,57.42
113,2.1244,21.13,57.36
114,1.8081,21.14,57.31
115,2.2915,21.15,57.25
116,2.1472,21.16,57.19
117,1.7343,21.17,57.13
118,2.0840,21.18,57.06
119,1.9366,21.19,57.00
120,11.3337,21.20,56.93
121,12.3695,21.21,56.86
122,12.0494,21.22,56.78
123,9.6288,21.23,56.71
124,11.2733,21.24,56.63
125,10.3619,21.25,56.55
126,9.6602,21.26,56.47
127,11.6502,21.27,56.39
128,8.2750,21.28,56.30
129,10.8732,21.29,56.22
130,9.0984,21.30,56.13
131,11.4325,21.31,56.04
132,9.9164,21.32,55.95
133,8.3185,21.33,55.85
134,9.3046,21.34,55.75
135,9.9929,21.35,55.66
136,9.7927,21.36,55.56
137,9.9006,21.37,55.46
138,8.7664,21.38,55.35
139,6.7339,21.39,55.25
140,10.9370,21.40,55.14
141,10.3353,21.41,55.03
142,9.8908,21.42,54.93
143,9.2990,21.43,54.81
144,10.7800,21.44,54.70
145,8.5507,21.45,54.59
146,8.9725,21.46,54.47
147,9.2610,21.47,54.36
148,10.8562,21.48,54.24
149,7.5452,21.49,54.12
150,11.0429,21.50,54.00
151,8.9164,21.51,53.88
152,7.4961,21.52,53.76
153,10.8516,21.53,53.63
154,9.2674,21.54,53.51
155,8.6767,21.55,53.38
156,9.3856,21.56,53.25
157,10.7389,21.57,53.13
158,11.3773,21.58,53.00
159,9.6824,21.59,52.87
160,9.9966,21.60,52.74
161,10.3628,21.61,52.60
162,9.0980,21.62,52.47
163,10.1853,21.63,52.34
164,9.7304,21.64,52.21
165,8.6438,21.65,52.07
166,9.5547,21.66,51.94
167,10.2286,21.67,51.80
168,9.7794,21.68,51.66
169,9.0250,21.69,51.53
170,8.2635,21.70,51.39
171,11.2568,21.71,51.25
172,9.7628,21.72,51.11
173,10.8816,21.73,50.97
174,11.3932,21.74,50.84
175,10.2154,21.75,50.70
176,11.9948,21.76,50.56
177,8.5728,21.77,50.42
178,10.3715,21.78,50.28
179,9.0086,21.79,50.14
180,11.8224,21.80,50.00
181,11.7073,21.81,49.86
182,6.1287,21.82,49.72
183,8.6822,21.83,49.58
184,10.5311,21.84,49.44
185,11.0001,21.85,49.30
186,11.2335,21.86,49.16
187,9.4686,21.87,49.03
188,9.5344,21.88,48.89
189,10.1179,21.89,48.75
190,9.0309,21.90,48.61
191,10.7572,21.91,48.47
192,6.5632,21.92,48.34
193,9.7068,21.93,48.20
194,8.2963,21.94,48.06
195,10.3149,21.95,47.93
196,9.3594,21.96,47.79
197,8.3343,21.97,47.66
198,9.9531,21.98,47.53
199,8.3181,21.99,47.40
200,8.1534,22.00,47.26
201,7.2526,22.01,47.13
202,8.9401,22.02,47.00
203,10.2198,22.03,46.87
204,11.5808,22.04,46.75
205,10.0700,22.05,46.62
206,11.4318,22.06,46.49
207,9.8386,22.07,46.37
208,9.2065,22.08,46.24
209,10.8410,22.09,46.12
210,10.9657,22.10,46.00
211,9.0886,22.11,45.88
212,9.1419,22.12,45.76
213,9.3875,22.13,45.64
214,9.5294,22.14,45.53
215,8.3373,22.15,45.41
216,10.5679,22.16,45.30
217,8.9058,22.17,45.19
218,10.9898,22.18,45.07
219,8.4443,22.19,44.97
220,9.9702,22.20,44.86
221,10.2844,22.21,44.75
222,9.2594,22.22,44.65
223,11.8893,22.23,44.54
224,9.9992,22.24,44.44
225,12.2748,22.25,44.34
226,10.9539,22.26,44.25
227,8.7328,22.27,44.15
228,9.6092,22.28,44.05
229,9.9234,22.29,43.96
230,9.6882,22.30,43.87
231,9.4619,22.31,43.78
232,9.7167,22.32,43.70
233,6.4752,22.33,43.61
234,9.0425,22.34,43.53
235,6.4256,22.35,43.45
236,10.3091,22.36,43.37
237,8.8202,22.37,43.29
238,9.1108,22.38,43.22
239,8.7357,22.39,43.14
240,10.2079,22.40,43.07
241,7.5617,22.41,43.00
242,7.0080,22.42,42.94
243,8.3434,22.43,42.87
244,6.5271,22.44,42.81
245,7.5608,22.45,42.75
246,11.5810,22.46,42.69
247,7.6438,22.47,42.64
248,10.2267,22.48,42.58
249,7.8769,22.49,42.53
250,10.0919,22.50,42.48
251,9.7102,22.51,42.44
252,9.4329,22.52,42.39
253,9.8074,22.53,42.35
254,11.6685,22.54,42.31
255,9.5220,22.55,42.27
256,9.3235,22.56,42.24
257,8.4333,22.57,42.21
258,10.1383,22.58,42.17
259,8.5623,22.59,42.15
260,10.9410,22.60,42.12
261,9.4863,22.61,42.10
262,12.0383,22.62,42.08
263,6.9675,22.63,42.06
264,9.4082,22.64,42.04
265,10.7769,22.65,42.03
266,9.5475,22.66,42.02
267,8.6728,22.67,42.01
268,9.3656,22.68,42.00
269,7.8810,22.69,42.00
270,9.2335,22.70,42.00
271,12.7922,22.71,42.00
272,11.0256,22.72,42.00
273,8.1727,22.73,42.01
274,7.9399,22.74,42.02
275,9.6144,22.75,42.03
276,10.9646,22.76,42.04
277,8.0607,22.77,42.06
278,8.0621,22.78,42.08
279,10.6693,22.79,42.10
280,10.7094,22.80,42.12
281,8.8320,22.81,42.15
282,8.1200,22.82,42.17
283,7.2852,22.83,42.21
284,8.8410,22.84,42.24
285,6.3448,22.85,42.27
286,10.5730,22.86,42.31
287,9.0824,22.87,42.35
288,11.1269,22.88,42.39
289,11.7300,22.89,42.44
290,10.9895,22.90,42.48
291,7.7480,22.91,42.53
292,11.0198,22.92,42.58
293,10.7295,22.93,42.64
294,8.4135,22.94,42.69
295,8.2955,22.95,42.75
296,9.0920,22.96,42.81
297,7.1031,22.97,42.87
298,11.3824,22.98,42.94
299,5.6267,22.99,43.00
300,1.6403,23.00,43.07
301,2.0014,23.01,43.14
302,2.1976,23.02,43.22
303,2.0804,23.03,43.29
304,1.5242,23.04,43.37
305,1.9825,23.05,43.45
306,2.4240,23.06,43.53
307,2.3388,23.07,43.61
308,2.1164,23.08,43.70
309,1.8330,23.09,43.78
310,2.3642,23.10,43.87
311,1.9403,23.11,43.96
312,1.7333,23.12,44.05
313,1.8615,23.13,44.15
314,2.6488,23.14,44.25
315,2.2185,23.15,44.34
316,2.5468,23.16,44.44
317,1.9729,23.17,44.54
318,2.4687,23.18,44.65
319,1.9294,23.19,44.75
320,2.0844,23.20,44.86
321,3.0093,23.21,44.97
322,2.4071,23.22,45.07
323,1.9628,23.23,45.19
324,2.1081,23.24,45.30
325,2.2515,23.25,45.41
326,2.5605,23.26,45.53
327,1.9652,23.27,45.64
328,1.5264,23.28,45.76
329,2.0375,23.29,45.88
330,2.1403,23.30,46.00
331,2.1728,23.31,46.12
332,2.5948,23.32,46.24
333,2.2442,23.33,46.37
334,2.4174,23.34,46.49
335,1.7469,23.35,46.62
336,2.4356,23.36,46.75
337,2.8649,23.37,46.87
338,2.4012,23.38,47.00
339,2.2189,23.39,47.13
340,2.1834,23.40,47.26
341,2.7545,23.41,47.40
342,1.8039,23.42,47.53
343,2.0889,23.43,47.66
344,2.2883,23.44,47.79
345,2.3870,23.45,47.93
346,1.9729,23.46,48.06
347,2.2329,23.47,48.20
348,2.0274,23.48,48.34
349,2.1662,23.49,48.47
350,2.0772,23.50,48.61
351,1.7232,23.51,48.75
352,2.1147,23.52,48.89
353,2.4284,23.53,49.03
354,1.7823,23.54,49.16
355,2.0357,23.55,49.30
356,2.3520,23.56,49.44
357,1.7442,23.57,49.58
358,2.1819,23.58,49.72
359,1.7462,23.59,49.86
