time_s,ch4_ppm,temp_C,humidity_pct
118,1.8420,21.18,57.06
119,2.8444,21.19,57.00
120,12.3504,21.20,56.93
121,10.8050,21.21,56.86
122,8.4165,21.22,56.78
123,9.7607,21.23,56.71
124,11.5642,21.24,56.63
125,11.4132,21.25,56.55
126,12.5196,21.26,56.47
127,11.5011,21.27,56.39
128,9.7470,21.28,56.30
129,10.3779,21.29,56.22
130,8.5512,21.30,56.13
131,10.8875,21.31,56.04
132,10.0375,21.32,55.95
133,13.9811,21.33,55.85
134,9.7813,21.34,55.75
135,6.5965,21.35,55.66
136,9.4962,21.36,55.56
137,10.0551,21.37,55.46
138,9.1067,21.38,55.35
139,8.8991,21.39,55.25
140,9.3767,21.40,55.14
141,10.9060,21.41,55.03
142,10.5234,21.42,54.93
143,9.0153,21.43,54.81
144,10.8496,21.44,54.70
145,9.4835,21.45,54.59
146,9.8945,21.46,54.47
147,7.9659,21.47,54.36
148,8.7288,21.48,54.24
149,11.4393,21.49,54.12
150,7.8456,21.50,54.00
151,9.6521,21.51,53.88
152,11.0489,21.52,53.76
153,9.3321,21.53,53.63
154,10.5950,21.54,53.51
155,8.5652,21.55,53.38
156,12.4466,21.56,53.25
157,11.9901,21.57,53.13
158,9.9414,21.58,53.00
159,7.7481,21.59,52.87
160,8.9478,21.60,52.74
161,11.7246,21.61,52.60
162,12.9934,21.62,52.47
163,10.3892,21.63,52.34
164,11.6269,21.64,52.21
165,9.5985,21.65,52.07
166,9.5070,21.66,51.94
167,9.4009,21.67,51.80
168,11.1278,21.68,51.66
169,7.6884,21.69,51.53
170,11.4132,21.70,51.39
171,11.5851,21.71,51.25
172,8.0310,21.72,51.11
173,7.7915,21.73,50.97
174,10.5423,21.74,50.84
175,9.3430,21.75,50.70
176,5.9232,21.76,50.56
177,11.5977,21.77,50.42
178,9.9754,21.78,50.28
179,9.1007,21.79,50.14
180,13.4643,21.80,50.00
181,10.3410,21.81,49.86
182,8.5373,21.82,49.72
183,10.9595,21.83,49.58
184,8.3600,21.84,49.44
185,9.1518,21.85,49.30
186,10.7991,21.86,49.16
187,9.8612,21.87,49.03
188,9.3579,21.88,48.89
189,12.9422,21.89,48.75
190,11.1579,21.90,48.61
191,11.7286,21.91,48.47
192,10.6725,21.92,48.34
193,10.7487,21.93,48.20
194,12.9485,21.94,48.06
195,10.2579,21.95,47.93
196,12.9025,21.96,47.79
197,9.5828,21.97,47.66
198,9.9340,21.98,47.53
199,7.8947,21.99,47.40
200,9.9373,22.00,47.26
201,10.5163,22.01,47.13
202,12.6768,22.02,47.00
203,9.6410,22.03,46.87
204,9.9876,22.04,46.75
205,9.4408,22.05,46.62
206,9.1733,22.06,46.49
207,8.4639,22.07,46.37
208,9.9283,22.08,46.24
209,7.8726,22.09,46.12
210,9.6291,22.10,46.00
211,10.0629,22.11,45.88
212,9.0903,22.12,45.76
213,8.6249,22.13,45.64
214,8.2875,22.14,45.53
215,12.4673,22.15,45.41
216,8.4482,22.16,45.30
217,12.3806,22.17,45.19
218,10.8292,22.18,45.07
219,9.1820,22.19,44.97
220,8.0978,22.20,44.86
221,11.8250,22.21,44.75
222,12.3575,22.22,44.65
223,8.8587,22.23,44.54
224,10.1287,22.24,44.44
225,12.0751,22.25,44.34
226,11.2231,22.26,44.25
227,12.9847,22.27,44.15
228,8.9854,22.28,44.05
229,11.3344,22.29,43.96
230,8.4880,22.30,43.87
231,13.6221,22.31,43.78
232,9.1384,22.32,43.70
233,7.4126,22.33,43.61
234,10.3072,22.34,43.53
235,10.2423,22.35,43.45
236,13.1452,22.36,43.37
237,9.8424,22.37,43.29
238,10.2576,22.38,43.22
239,11.1334,22.39,43.14
240,12.8396,22.40,43.07
241,9.9243,22.41,43.00
242,12.3088,22.42,42.94
243,10.9090,22.43,42.87
244,10.1115,22.44,42.81
245,10.2768,22.45,42.75
246,10.1515,22.46,42.69
247,9.5806,22.47,42.64
248,11.8467,22.48,42.58
249,7.7424,22.49,42.53
250,11.6438,22.50,42.48
251,11.4688,22.51,42.44
252,10.8168,22.52,42.39
253,9.1609,22.53,42.35
254,10.1967,22.54,42.31
255,10.5321,22.55,42.27
256,11.3978,22.56,42.24
257,10.8487,22.57,42.21
258,12.2660,22.58,42.17
259,9.1469,22.59,42.15
260,10.7493,22.60,42.12
261,8.0321,22.61,42.10
262,10.9471,22.62,42.08
263,10.4136,22.63,42.06
264,9.5042,22.64,42.04
265,11.0675,22.65,42.03
266,11.4100,22.66,42.02
267,6.3074,22.67,42.01
268,10.1028,22.68,42.00
269,7.6222,22.69,42.00
270,12.2620,22.70,42.00
271,13.8978,22.71,42.00
272,9.8033,22.72,42.00
273,10.8003,22.73,42.01
274,9.6526,22.74,42.02
275,10.9911,22.75,42.03
276,11.0479,22.76,42.04
277,12.0414,22.77,42.06
278,8.7379,22.78,42.08
279,12.4748,22.79,42.10
280,9.2386,22.80,42.12
281,10.6429,22.81,42.15
282,11.8228,22.82,42.17
283,11.1344,22.83,42.21
284,8.9575,22.84,42.24
285,8.8676,22.85,42.27
286,9.3519,22.86,42.31
287,10.1050,22.87,42.35
288,11.6609,22.88,42.39
289,8.2842,22.89,42.44
290,10.6594,22.90,42.48
291,11.7819,22.91,42.53
292,11.4706,22.92,42.58
293,11.0295,22.93,42.64
294,12.3772,22.94,42.69
295,11.6695,22.95,42.75
296,11.5504,22.96,42.81
297,10.9816,22.97,42.87
298,12.8993,22.98,42.94
299,7.5498,22.99,43.00
300,2.6398,23.00,43.07
301,2.1393,23.01,43.14
302,2.8804,23.02,43.22
303,1.8367,23.03,43.29
304,2.3880,23.04,43.37
305,1.7942,23.05,43.45
306,2.7805,23.06,43.53
307,2.0285,23.07,43.61
308,2.1235,23.08,43.70
309,2.4671,23.09,43.78
310,2.5826,23.10,43.87
311,1.7538,23.11,43.96
312,2.0214,23.12,44.05
313,1.6540,23.13,44.15
314,2.1899,23.14,44.25
315,2.1060,23.15,44.34
316,2.0190,23.16,44.44
317,1.9012,23.17,44.54
318,2.0052,23.18,44.65
319,1.8787,23.19,44.75
320,2.3246,23.20,44.86
321,2.6697,23.21,44.97
322,1.4629,23.22,45.07
323,2.0976,23.23,45.19
324,1.9914,23.24,45.30
325,2.3096,23.25,45.41
326,1.8037,23.26,45.53
327,2.0851,23.27,45.64
328,1.7720,23.28,45.76
329,2.3793,23.29,45.88
330,2.1697,23.30,46.00
331,2.0779,23.31,46.12
332,2.2635,23.32,46.24
333,2.0471,23.33,46.37
334,1.5890,23.34,46.49
335,2.3408,23.35,46.62
336,2.2327,23.36,46.75
337,2.0773,23.37,46.87
338,2.4754,23.38,47.00
339,2.5566,23.39,47.13
340,1.7473,23.40,47.26
341,1.8556,23.41,47.40
342,2.6699,23.42,47.53
343,2.6244,23.43,47.66
344,1.8688,23.44,47.79
345,1.7133,23.45,47.93
346,1.9028,23.46,48.06
347,1.9510,23.47,48.20
348,1.5703,23.48,48.34
349,2.1350,23.49,48.47
350,1.6753,23.50,48.61
351,1.6991,23.51,48.75
352,2.4427,23.52,48.89
353,1.8823,23.53,49.03
354,2.0957,23.54,49.16
355,2.3402,23.55,49.30
356,2.4040,23.56,49.44
357,2.0007,23.57,49.58
358,2.1334,23.58,49.72
359,1.8283,23.59,49.86
