time_s,ch4_ppm,temp_C,humidity_pct
67,2.0093,20.67,57.36
68,2.6552,20.68,57.42
69,1.7615,20.69,57.47
70,2.4072,20.70,57.52
71,2.4826,20.71,57.56
72,2.5260,20.72,57.61
73,1.7151,20.73,57.65
74,2.7097,20.74,57.69
75,2.0464,20.75,57.73
76,1.9181,20.76,57.76
77,1.9277,20.77,57.79
78,2.2201,20.78,57.83
79,2.0288,20.79,57.85
80,1.9503,20.80,57.88
81,2.4628,20.81,57.90
82,1.7618,20.82,57.92
83,1.6510,20.83,57.94
84,2.2950,20.84,57.96
85,2.2649,20.85,57.97
86,2.4028,20.86,57.98
87,1.6459,20.87,57.99
88,2.4010,20.88,58.00
89,2.1924,20.89,58.00
90,2.6419,20.90,58.00
91,1.5894,20.91,58.00
92,2.1039,20.92,58.00
93,1.9316,20.93,57.99
94,1.4736,20.94,57.98
95,1.7810,20.95,57.97
96,2.4270,20.96,57.96
97,1.8696,20.97,57.94
98,1.7820,20.98,57.92
99,2.3401,20.99,57.90
100,2.3835,21.00,57.88
101,2.3840,21.01,57.85
102,1.7634,21.02,57.83
103,2.0207,21.03,57.79
104,2.4029,21.04,57.76
105,1.8138,21.05,57.73
106,1.7823,21.06,57.69
107,2.3356,21.07,57.65
108,2.5938,21.08,57.61
109,1.6449,21.09,57.56
110,1.1401,21.10,57.52
111,1.5428,21.11,57.47
112,1.6973,21.12,57.42
113,2.0046,21.13,57.36
114,2.2695,21.14,57.31
115,2.0038,21.15,57.25
116,1.8111,21.16,57.19
117,2.1110,21.17,57.13
118,1.7218,21.18,57.06
119,2.0432,21.19,57.00
120,1.8361,21.20,56.93
121,2.9999,21.21,56.86
122,2.3488,21.22,56.78
123,1.7718,21.23,56.71
124,1.7162,21.24,56.63
125,1.9128,21.25,56.55
126,1.4916,21.26,56.47
127,1.8127,21.27,56.39
128,1.8111,21.28,56.30
129,2.3799,21.29,56.22
130,1.9223,21.30,56.13
131,1.7959,21.31,56.04
132,1.6045,21.32,55.95
133,1.6629,21.33,55.85
134,2.0525,21.34,55.75
135,2.0015,21.35,55.66
136,2.4748,21.36,55.56
137,1.8586,21.37,55.46
138,2.4505,21.38,55.35
139,2.1708,21.39,55.25
140,2.0802,21.40,55.14
141,1.3799,21.41,55.03
142,1.6323,21.42,54.93
143,2.3443,21.43,54.81
144,2.5750,21.44,54.70
145,2.1590,21.45,54.59
146,2.3546,21.46,54.47
147,1.9460,21.47,54.36
148,1.9597,21.48,54.24
149,1.8585,21.49,54.12
150,2.4327,21.50,54.00
151,2.2124,21.51,53.88
152,2.0114,21.52,53.76
153,1.9793,21.53,53.63
154,2.2900,21.54,53.51
155,2.2092,21.55,53.38
156,1.8058,21.56,53.25
157,2.6985,21.57,53.13
158,2.1887,21.58,53.00
159,2.1033,21.59,52.87
160,2.6176,21.60,52.74
161,2.4598,21.61,52.60
162,2.0715,21.62,52.47
163,2.2907,21.63,52.34
164,1.7295,21.64,52.21
165,1.8805,21.65,52.07
166,1.3145,21.66,51.94
167,2.5336,21.67,51.80
168,1.4428,21.68,51.66
169,2.3465,21.69,51.53
170,1.8181,21.70,51.39
171,1.7670,21.71,51.25
172,2.0422,21.72,51.11
173,2.2045,21.73,50.97
174,2.3262,21.74,50.84
175,2.7329,21.75,50.70
176,2.2391,21.76,50.56
177,2.4227,21.77,50.42
178,1.9056,21.78,50.28
179,2.3656,21.79,50.14
180,2.1702,21.80,50.00
181,1.9551,21.81,49.86
182,2.0844,21.82,49.72
183,2.0969,21.83,49.58
184,2.1862,21.84,49.44
185,2.2605,21.85,49.30
186,1.9426,21.86,49.16
187,1.8621,21.87,49.03
188,2.3837,21.88,48.89
189,1.5290,21.89,48.75
190,1.9070,21.90,48.61
191,2.6675,21.91,48.47
192,1.1772,21.92,48.34
193,1.8828,21.93,48.20
194,2.3667,21.94,48.06
195,1.5490,21.95,47.93
196,3.0365,21.96,47.79
197,1.2218,21.97,47.66
198,2.6312,21.98,47.53
199,2.6740,21.99,47.40
200,2.4503,22.00,47.26
201,2.0526,22.01,47.13
202,2.2557,22.02,47.00
203,1.8172,22.03,46.87
204,2.4151,22.04,46.75
205,1.7404,22.05,46.62
206,2.0370,22.06,46.49
207,2.4821,22.07,46.37
208,1.7439,22.08,46.24
209,2.0069,22.09,46.12
210,2.1924,22.10,46.00
211,1.6658,22.11,45.88
212,2.5434,22.12,45.76
213,2.2557,22.13,45.64
214,1.6064,22.14,45.53
215,2.1209,22.15,45.41
216,1.8664,22.16,45.30
217,1.9081,22.17,45.19
218,2.1655,22.18,45.07
219,1.8907,22.19,44.97
220,2.4771,22.20,44.86
221,1.8933,22.21,44.75
222,2.4839,22.22,44.65
223,2.1254,22.23,44.54
224,2.4406,22.24,44.44
225,1.9520,22.25,44.34
226,1.9650,22.26,44.25
227,1.7389,22.27,44.15
228,2.3449,22.28,44.05
229,2.4712,22.29,43.96
230,2.8850,22.30,43.87
231,2.5953,22.31,43.78
232,2.2313,22.32,43.70
233,2.0704,22.33,43.61
234,2.2806,22.34,43.53
235,2.1351,22.35,43.45
236,2.6573,22.36,43.37
237,2.4758,22.37,43.29
238,1.8528,22.38,43.22
239,1.9053,22.39,43.14
240,2.6248,22.40,43.07
241,2.2543,22.41,43.00
242,2.0656,22.42,42.94
243,2.5621,22.43,42.87
244,2.0115,22.44,42.81
245,2.0494,22.45,42.75
246,1.9862,22.46,42.69
247,1.4612,22.47,42.64
248,2.4504,22.48,42.58
249,1.7250,22.49,42.53
250,1.9493,22.50,42.48
251,1.8881,22.51,42.44
252,2.4031,22.52,42.39
253,2.1248,22.53,42.35
254,2.1543,22.54,42.31
255,1.5612,22.55,42.27
256,2.1186,22.56,42.24
257,1.6326,22.57,42.21
258,2.2569,22.58,42.17
259,2.2778,22.59,42.15
260,2.1435,22.60,42.12
261,2.8648,22.61,42.10
262,2.3344,22.62,42.08
263,2.3583,22.63,42.06
264,2.1997,22.64,42.04
265,2.0824,22.65,42.03
266,2.4880,22.66,42.02
267,2.5355,22.67,42.01
268,1.6946,22.68,42.00
269,2.5191,22.69,42.00
270,2.3298,22.70,42.00
271,2.4862,22.71,42.00
272,2.3131,22.72,42.00
273,1.7145,22.73,42.01
274,1.7394,22.74,42.02
275,2.7885,22.75,42.03
276,2.2382,22.76,42.04
277,1.6538,22.77,42.06
278,2.2716,22.78,42.08
279,2.0229,22.79,42.10
280,1.5044,22.80,42.12
281,1.3479,22.81,42.15
282,1.5885,22.82,42.17
283,2.2444,22.83,42.21
284,2.1323,22.84,42.24
285,2.0618,22.85,42.27
286,2.2486,22.86,42.31
287,2.3592,22.87,42.35
288,1.4128,22.88,42.39
289,2.0431,22.89,42.44
290,1.8585,22.90,42.48
291,1.7165,22.91,42.53
292,1.9564,22.92,42.58
293,2.1048,22.93,42.64
294,2.0543,22.94,42.69
295,1.6382,22.95,42.75
296,1.9780,22.96,42.81
297,2.8525,22.97,42.87
298,1.7776,22.98,42.94
299,1.5560,22.99,43.00
300,2.2425,23.00,43.07
301,2.3548,23.01,43.14
302,2.3081,23.02,43.22
303,1.7535,23.03,43.29
304,2.4945,23.04,43.37
305,1.8700,23.05,43.45
306,1.7473,23.06,43.53
307,1.9313,23.07,43.61
308,2.1059,23.08,43.70
309,2.3935,23.09,43.78
310,2.3616,23.10,43.87
311,2.1350,23.11,43.96
312,2.4691,23.12,44.05
313,2.1707,23.13,44.15
314,2.4554,23.14,44.25
315,1.6501,23.15,44.34
316,1.5901,23.16,44.44
317,2.4122,23.17,44.54
318,1.6538,23.18,44.65
319,2.0344,23.19,44.75
320,2.1052,23.20,44.86
321,1.9683,23.21,44.97
322,1.9799,23.22,45.07
323,2.6256,23.23,45.19
324,1.2524,23.24,45.30
325,2.4467,23.25,45.41
326,2.9402,23.26,45.53
327,2.1446,23.27,45.64
328,2.1293,23.28,45.76
329,2.3896,23.29,45.88
330,2.7750,23.30,46.00
331,1.7186,23.31,46.12
332,2.1646,23.32,46.24
333,2.0682,23.33,46.37
334,2.3287,23.34,46.49
335,2.1881,23.35,46.62
336,2.3627,23.36,46.75
337,1.9837,23.37,46.87
338,2.1478,23.38,47.00
339,1.8955,23.39,47.13
340,1.8971,23.40,47.26
341,2.0794,23.41,47.40
342,2.0787,23.42,47.53
343,1.7174,23.43,47.66
344,2.6767,23.44,47.79
345,2.0793,23.45,47.93
346,1.6417,23.46,48.06
347,2.5109,23.47,48.20
348,1.8628,23.48,48.34
349,2.3020,23.49,48.47
350,2.1175,23.50,48.61
351,2.2105,23.51,48.75
352,2.1819,23.52,48.89
353,1.9201,23.53,49.03
354,2.1351,23.54,49.16
355,2.8316,23.55,49.30
356,1.3362,23.56,49.44
357,2.1417,23.57,49.58
358,2.2702,23.58,49.72
359,1.7489,23.59,49.86
