time_ms,t_s,voltage_V,Rs_ohm,temp_C,humidity_pct,pressure_hPa
2964697,250.0,0.555,80090.1,24.85,48.11,993.99
2966697,252.0,0.555,80090.1,24.85,48.19,994.01
2968697,254.0,0.5544,80181.5,24.85,48.2,994.01
2970697,256.0,0.5537,80303.6,24.85,48.22,993.98
2972697,258.0,0.5543,80212.0,24.85,48.23,994.0
2974697,260.0,0.5541,80242.5,24.85,48.23,994.0
2976697,262.0,0.5537,80303.6,24.85,48.23,993.98
2978697,264.0,0.5552,80059.7,24.85,48.2,994.03
2980697,266.0,0.5541,80242.5,24.85,48.21,994.02
2982697,268.0,0.5548,80120.5,24.85,48.23,994.01
2984697,270.0,0.5543,80212.0,24.85,48.25,994.0
2986697,272.0,0.5548,80120.5,24.85,48.23,994.02
2988697,274.0,0.5548,80120.5,24.85,48.22,994.03
2990697,276.0,0.5558,79968.5,24.85,48.22,993.99
2992697,278.0,0.5558,79968.5,24.85,48.22,993.98
2994697,280.0,0.5563,79877.5,24.85,48.27,994.02
2996697,282.0,0.5571,79756.5,24.85,48.46,993.98
2998697,284.0,0.5565,79847.3,24.85,48.27,994.0
3000697,286.0,0.5569,79786.8,24.85,48.25,994.01
3002697,288.0,0.5567,79817.0,24.85,48.36,994.02
3004697,290.0,0.5567,79817.0,24.85,48.22,994.0
3006697,292.0,0.5563,79877.5,24.85,48.23,994.01
3008697,294.0,0.5563,79877.5,24.85,48.26,994.02
3010697,296.0,0.5563,79877.5,24.85,48.26,994.0
3012697,298.0,0.5563,79877.5,24.85,48.27,993.98
3014697,300.0,0.5563,79877.5,24.85,48.27,994.0
3016697,302.0,0.5558,79968.5,24.85,48.28,993.99
3018697,304.0,0.5563,79877.5,24.85,48.27,994.01
3020697,306.0,0.5563,79877.5,24.85,48.26,994.0
3022697,308.0,0.5554,80029.3,24.85,48.26,994.03
3024697,310.0,0.5558,79968.5,24.85,48.25,994.01
3026697,312.0,0.5554,80029.3,24.85,48.22,994.04
3028697,314.0,0.555,80090.1,24.85,48.2,994.01
3030697,316.0,0.5541,80242.5,24.85,48.21,994.01
3032697,318.0,0.5541,80242.5,24.85,48.2,994.0
3034697,320.0,0.5544,80181.5,24.85,48.21,994.01
3036697,322.0,0.5546,80151.0,24.85,48.2,994.03
3038697,324.0,0.5546,80151.0,24.85,48.2,994.01
3040697,326.0,0.5544,80181.5,24.85,48.21,994.03
3042697,328.0,0.5554,80029.3,24.85,48.2,994.02
3044697,330.0,0.5554,80029.3,24.85,48.21,994.03
3046697,332.0,0.5552,80059.7,24.85,48.21,994.02
3048697,334.0,0.5559,79938.2,24.85,48.21,994.0
3050697,336.0,0.5563,79877.5,24.85,48.22,993.98
3052697,338.0,0.5563,79877.5,24.85,48.22,994.0
3054697,340.0,0.5569,79786.8,24.85,48.2,994.01
3056697,342.0,0.5563,79877.5,24.85,48.2,994.0
3058697,344.0,0.5573,79726.3,24.85,48.2,994.01
3060697,346.0,0.5576,79666.0,24.85,48.21,994.0
3062697,348.0,0.5563,79877.5,24.85,48.2,994.01
3064697,350.0,0.5573,79726.3,24.85,48.21,994.04
3066697,352.0,0.5563,79877.5,24.85,48.21,994.03
3068697,354.0,0.5565,79847.3,24.85,48.22,994.03
3070697,356.0,0.5563,79877.5,24.85,48.23,993.99
3072697,358.0,0.5558,79968.5,24.85,48.28,994.03
3074697,360.0,0.5563,79877.5,24.85,48.29,994.01
3076697,362.0,0.5563,79877.5,24.85,48.3,994.01
3078697,364.0,0.5554,80029.3,24.85,48.3,994.02
3080697,366.0,0.5559,79938.2,24.85,48.28,994.03
3082697,368.0,0.5563,79877.5,24.85,48.31,994.06
3084697,370.0,0.5563,79877.5,24.85,48.36,994.04
3086697,372.0,0.5554,80029.3,24.85,48.26,994.03
3088697,374.0,0.5558,79968.5,24.85,48.25,994.04
3090697,376.0,0.5559,79938.2,24.85,48.26,994.04
3092697,378.0,0.5558,79968.5,24.85,48.28,994.03
3094697,380.0,0.5563,79877.5,24.85,48.28,994.03
3096697,382.0,0.5563,79877.5,24.85,48.29,994.02
3098697,384.0,0.5554,80029.3,24.85,48.3,994.05
3100697,386.0,0.5558,79968.5,24.85,48.3,994.03
3102697,388.0,0.5554,80029.3,24.85,48.29,994.03
3104697,390.0,0.5567,79817.0,24.85,48.29,994.03
3106697,392.0,0.5559,79938.2,24.85,48.26,994.05
3108697,394.0,0.5554,80029.3,24.85,48.27,993.99
3110697,396.0,0.5554,80029.3,24.85,48.27,994.03
3112697,398.0,0.5567,79817.0,24.86,48.26,994.03
3114697,400.0,0.5558,79968.5,24.85,48.28,994.06
3116697,402.0,0.5563,79877.5,24.85,48.28,994.03
3118697,404.0,0.5567,79817.0,24.85,48.27,994.04
3120697,406.0,0.5558,79968.5,24.85,48.28,994.06
3122697,408.0,0.5563,79877.5,24.86,48.32,994.05
3124697,410.0,0.5567,79817.0,24.85,48.3,994.05
3126697,412.0,0.5558,79968.5,24.85,48.31,994.09
3128697,414.0,0.5558,79968.5,24.85,48.3,994.09
3130697,416.0,0.5567,79817.0,24.85,48.3,994.03
3132697,418.0,0.5567,79817.0,24.85,48.29,994.06
3134697,420.0,0.5563,79877.5,24.85,48.29,994.05
3136697,422.0,0.5558,79968.5,24.85,48.3,994.04
3138697,424.0,0.5571,79756.5,24.85,48.28,994.04
3140697,426.0,0.5559,79938.2,24.85,48.28,994.05
3142697,428.0,0.5563,79877.5,24.85,48.29,994.06
3144697,430.0,0.5571,79756.5,24.85,48.26,994.06
3146697,432.0,0.5563,79877.5,24.85,48.23,994.03
3148697,434.0,0.5565,79847.3,24.85,48.27,994.05
3150697,436.0,0.5573,79726.3,24.85,48.28,994.06
3152697,438.0,0.5563,79877.5,24.85,48.28,994.06
3154697,440.0,0.5563,79877.5,24.85,48.3,994.06
3156697,442.0,0.5573,79726.3,24.86,48.33,994.04
3158697,444.0,0.5563,79877.5,24.85,48.35,994.1
3160697,446.0,0.5563,79877.5,24.86,48.32,994.08
3162697,448.0,0.5567,79817.0,24.85,48.35,994.05
3164697,450.0,0.5563,79877.5,24.86,48.33,994.05
3166697,452.0,0.5571,79756.5,24.85,48.31,994.06
3168697,454.0,0.5571,79756.5,24.86,48.25,994.1
3170697,456.0,0.5569,79786.8,24.86,48.22,994.08
3172697,458.0,0.5563,79877.5,24.86,48.24,994.1
3174697,460.0,0.5565,79847.3,24.86,48.22,994.07
3176697,462.0,0.5563,79877.5,24.86,48.25,994.08
3178697,464.0,0.5567,79817.0,24.86,48.25,994.07
3180697,466.0,0.5563,79877.5,24.86,48.24,994.08
3182697,468.0,0.5558,79968.5,24.85,48.27,994.08
3184697,470.0,0.5558,79968.5,24.86,48.26,994.07
3186697,472.0,0.5554,80029.3,24.86,48.22,994.08
3188697,474.0,0.5554,80029.3,24.86,48.24,994.08
3190697,476.0,0.5548,80120.5,24.86,48.25,994.11
3192697,478.0,0.555,80090.1,24.86,48.25,994.08
3194697,480.0,0.5552,80059.7,24.86,48.27,994.1
3196697,482.0,0.5548,80120.5,24.86,48.33,994.08
3198697,484.0,0.5556,79998.9,24.86,48.26,994.09
3200697,486.0,0.5556,79998.9,24.86,48.35,994.07
3202697,488.0,0.5558,79968.5,24.86,48.34,994.09
3204697,490.0,0.5565,79847.3,24.86,48.37,994.05
3206697,492.0,0.5561,79907.8,24.86,48.34,994.07
3208697,494.0,0.5563,79877.5,24.86,48.29,994.06
3210697,496.0,0.5563,79877.5,24.85,48.3,994.06
3212697,498.0,0.5565,79847.3,24.86,48.32,994.08
3214697,500.0,0.5574,79696.2,24.86,48.29,994.08
3216697,502.0,0.5576,79666.0,24.86,48.28,994.09
3218697,504.0,0.5565,79847.3,24.86,48.28,994.06
3220697,506.0,0.5571,79756.5,24.86,48.28,994.08
3222697,508.0,0.5567,79817.0,24.87,48.27,994.09
3224697,510.0,0.5563,79877.5,24.86,48.27,994.07
3226697,512.0,0.5567,79817.0,24.86,48.26,994.08
3228697,514.0,0.5567,79817.0,24.86,48.27,994.08
3230697,516.0,0.5573,79726.3,24.86,48.26,994.07
3232697,518.0,0.5563,79877.5,24.86,48.25,994.08
3234697,520.0,0.5567,79817.0,24.86,48.26,994.1
3236697,522.0,0.5563,79877.5,24.86,48.06,994.08
3238697,524.0,0.5558,79968.5,24.86,48.25,994.07
3240697,526.0,0.5558,79968.5,24.87,48.25,994.1
3242697,528.0,0.5563,79877.5,24.86,48.17,994.09
3244697,530.0,0.5558,79968.5,24.87,48.26,994.12
3246697,532.0,0.5563,79877.5,24.86,48.28,994.08
3248697,534.0,0.5559,79938.2,24.86,48.27,994.12
3250697,536.0,0.5554,80029.3,24.87,48.27,994.11
3252697,538.0,0.5554,80029.3,24.86,48.26,994.09
3254697,540.0,0.5544,80181.5,24.87,48.26,994.11
3256697,542.0,0.5543,80212.0,24.87,48.26,994.09
3258697,544.0,0.5558,79968.5,24.86,48.26,994.08
3260697,546.0,0.5554,80029.3,24.87,48.22,994.1
3262697,548.0,0.555,80090.1,24.87,48.24,994.11
3264697,550.0,0.5543,80212.0,24.87,48.25,994.1
3266697,552.0,0.5541,80242.5,24.87,48.25,994.09
3268697,554.0,0.5543,80212.0,24.87,48.24,994.12
3270697,556.0,0.5546,80151.0,24.87,48.22,994.09
3272697,558.0,0.5554,80029.3,24.87,48.25,994.11
3274697,560.0,0.5548,80120.5,24.87,48.26,994.08
3276697,562.0,0.555,80090.1,24.87,48.24,994.06
3278697,564.0,0.5541,80242.5,24.87,48.24,994.09
3280697,566.0,0.5554,80029.3,24.87,48.24,994.09
3282697,568.0,0.5561,79907.8,24.87,48.24,994.08
3284697,570.0,0.5552,80059.7,24.87,48.28,994.09
3286697,572.0,0.555,80090.1,24.87,48.19,994.11
3288697,574.0,0.5546,80151.0,24.87,48.29,994.11
3290697,576.0,0.5544,80181.5,24.87,48.25,994.1
3292697,578.0,0.5546,80151.0,24.87,48.22,994.11
3294697,580.0,0.5539,80273.1,24.87,48.22,994.11
3296697,582.0,0.5546,80151.0,24.87,48.22,994.1
3298697,584.0,0.5548,80120.5,24.87,48.25,994.1
3300697,586.0,0.5548,80120.5,24.87,48.26,994.09
3302697,588.0,0.5561,79907.8,24.87,48.29,994.09
3304697,590.0,0.5548,80120.5,24.87,48.29,994.1
3306697,592.0,0.5561,79907.8,24.87,48.29,994.1
3308697,594.0,0.5561,79907.8,24.87,48.32,994.1
3310697,596.0,0.5561,79907.8,24.87,48.32,994.1
3312697,598.0,0.5569,79786.8,24.87,48.35,994.1
3314697,600.0,0.5565,79847.3,24.87,48.36,994.09
3316697,602.0,0.5571,79756.5,24.87,48.35,994.09
3318697,604.0,0.5576,79666.0,24.87,48.35,994.11
3320697,606.0,0.5573,79726.3,24.87,48.35,994.11
3322697,608.0,0.5567,79817.0,24.87,48.33,994.08
3324697,610.0,0.5567,79817.0,24.87,48.32,994.09
3326697,612.0,0.5567,79817.0,24.86,48.33,994.08
3328697,614.0,0.5563,79877.5,24.86,48.34,994.1
3330697,616.0,0.5571,79756.5,24.87,48.28,994.1
3332697,618.0,0.5558,79968.5,24.87,48.32,994.09
3334697,620.0,0.5567,79817.0,24.87,48.3,994.11
3336697,622.0,0.5558,79968.5,24.87,48.3,994.08
3338697,624.0,0.5558,79968.5,24.87,48.29,994.08
3340697,626.0,0.5559,79938.2,24.87,48.29,994.1
3342697,628.0,0.5558,79968.5,24.86,48.3,994.09
3344697,630.0,0.5563,79877.5,24.87,48.3,994.09
3346697,632.0,0.5554,80029.3,24.87,48.28,994.08
3348697,634.0,0.5563,79877.5,24.87,48.28,994.08
3350697,636.0,0.555,80090.1,24.87,48.3,994.08
3352697,638.0,0.5544,80181.5,24.87,48.3,994.1
3354697,640.0,0.5544,80181.5,24.87,48.34,994.06
3356697,642.0,0.5546,80151.0,24.87,48.35,994.08
3358697,644.0,0.5554,80029.3,24.87,48.36,994.08
3360697,646.0,0.5546,80151.0,24.87,48.36,994.09
3362697,648.0,0.5541,80242.5,24.87,48.37,994.07
3364697,650.0,0.5546,80151.0,24.87,48.36,994.07
3366697,652.0,0.5552,80059.7,24.87,48.36,994.1
3368697,654.0,0.5548,80120.5,24.87,48.36,994.07
3370697,656.0,0.5541,80242.5,24.88,48.36,994.07
3372697,658.0,0.5554,80029.3,24.87,48.37,994.12
3374697,660.0,0.5548,80120.5,24.88,48.33,994.12
3376697,662.0,0.5552,80059.7,24.87,48.41,994.1
3378697,664.0,0.5541,80242.5,24.87,48.42,994.11
3380697,666.0,0.5548,80120.5,24.87,48.47,994.09
3382697,668.0,0.5559,79938.2,24.87,48.42,994.1
3384697,670.0,0.5558,79968.5,24.87,48.4,994.1
3386697,672.0,0.5563,79877.5,24.87,48.39,994.09
3388697,674.0,0.5563,79877.5,24.87,48.37,994.11
3390697,676.0,0.5565,79847.3,24.87,48.34,994.07
3392697,678.0,0.5567,79817.0,24.87,48.33,994.07
3394697,680.0,0.5573,79726.3,24.88,48.34,994.13
3396697,682.0,0.5567,79817.0,24.87,48.37,994.08
3398697,684.0,0.5571,79756.5,24.87,48.4,994.09
3400697,686.0,0.5563,79877.5,24.87,48.4,994.08
3402697,688.0,0.5567,79817.0,24.87,48.39,994.12
3404697,690.0,0.5571,79756.5,24.87,48.4,994.08
3406697,692.0,0.5563,79877.5,24.87,48.41,994.1
3408697,694.0,0.5571,79756.5,24.87,48.41,994.13
3410697,696.0,0.5563,79877.5,24.87,48.42,994.11
3412697,698.0,0.5565,79847.3,24.87,48.42,994.12
3414697,700.0,0.5563,79877.5,24.88,48.44,994.12
3416697,702.0,0.5563,79877.5,24.87,48.45,994.09
3418697,704.0,0.5558,79968.5,24.87,48.45,994.12
3420697,706.0,0.5558,79968.5,24.87,48.47,994.11
3422697,708.0,0.5563,79877.5,24.87,48.44,994.12
3424697,710.0,0.5558,79968.5,24.87,48.55,994.12
3426697,712.0,0.5559,79938.2,24.87,48.43,994.09
3428697,714.0,0.5554,80029.3,24.87,48.41,994.13
3430697,716.0,0.5567,79817.0,24.87,48.36,994.1
3432697,718.0,0.5567,79817.0,24.87,48.4,994.14
3434697,720.0,0.5563,79877.5,24.87,48.37,994.11
3436697,722.0,0.5558,79968.5,24.87,48.39,994.11
3438697,724.0,0.5558,79968.5,24.88,48.41,994.12
3440697,726.0,0.5573,79726.3,24.87,48.39,994.11
3442697,728.0,0.5563,79877.5,24.87,48.35,994.11
3444697,730.0,0.5563,79877.5,24.87,48.34,994.08
3446697,732.0,0.5573,79726.3,24.87,48.33,994.12
3448697,734.0,0.5576,79666.0,24.87,48.34,994.1
3450697,736.0,0.5573,79726.3,24.87,48.36,994.13
3452697,738.0,0.5567,79817.0,24.87,48.37,994.1
3454697,740.0,0.5571,79756.5,24.87,48.37,994.13
3456697,742.0,0.5563,79877.5,24.87,48.37,994.1
3458697,744.0,0.5563,79877.5,24.87,48.39,994.11
3460697,746.0,0.5567,79817.0,24.87,48.4,994.11
3462697,748.0,0.5561,79907.8,24.87,48.4,994.09
3464697,750.0,0.5558,79968.5,24.87,48.39,994.1
3466697,752.0,0.5558,79968.5,24.87,48.35,994.09
3468697,754.0,0.5561,79907.8,24.87,48.34,994.11
3470697,756.0,0.5559,79938.2,24.87,48.35,994.1
3472697,758.0,0.5558,79968.5,24.88,48.39,994.13
3474697,760.0,0.5559,79938.2,24.88,48.34,994.09
3476697,762.0,0.5563,79877.5,24.88,48.38,994.11
3478697,764.0,0.5554,80029.3,24.87,48.39,994.07
3480697,766.0,0.5561,79907.8,24.87,48.42,994.09
3482697,768.0,0.5565,79847.3,24.87,48.39,994.1
3484697,770.0,0.5561,79907.8,24.87,48.35,994.1
3486697,772.0,0.5561,79907.8,24.87,48.34,994.1
3488697,774.0,0.5567,79817.0,24.87,48.37,994.12
3490697,776.0,0.5561,79907.8,24.87,48.45,994.12
3492697,778.0,0.5563,79877.5,24.87,48.43,994.14
3494697,780.0,0.5574,79696.2,24.88,48.46,994.13
3496697,782.0,0.5563,79877.5,24.88,48.47,994.11
3498697,784.0,0.5563,79877.5,24.88,48.49,994.11
3500697,786.0,0.5567,79817.0,24.88,48.5,994.13
3502697,788.0,0.5569,79786.8,24.88,48.52,994.12
3504697,790.0,0.5565,79847.3,24.87,48.52,994.11
3506697,792.0,0.5563,79877.5,24.87,48.52,994.12
3508697,794.0,0.5569,79786.8,24.87,48.51,994.12
3510697,796.0,0.5567,79817.0,24.87,48.49,994.12
3512697,798.0,0.5567,79817.0,24.87,48.48,994.1
3514697,800.0,0.5563,79877.5,24.87,48.46,994.11
3516697,802.0,0.5563,79877.5,24.87,48.48,994.1
3518697,804.0,0.5565,79847.3,24.87,48.47,994.13
3520697,806.0,0.5567,79817.0,24.87,48.45,994.12
3522697,808.0,0.5576,79666.0,24.88,48.44,994.13
3524697,810.0,0.5563,79877.5,24.87,48.52,994.13
3526697,812.0,0.5571,79756.5,24.87,48.44,994.12
3528697,814.0,0.5565,79847.3,24.87,48.43,994.13
3530697,816.0,0.5563,79877.5,24.87,48.35,994.11
3532697,818.0,0.5563,79877.5,24.87,48.47,994.1
3534697,820.0,0.5565,79847.3,24.87,48.48,994.12
3536697,822.0,0.5559,79938.2,24.87,48.5,994.12
3538697,824.0,0.5559,79938.2,24.87,48.48,994.14
3540697,826.0,0.5567,79817.0,24.87,48.48,994.12
3542697,828.0,0.5558,79968.5,24.87,48.48,994.13
3544697,830.0,0.5563,79877.5,24.88,48.44,994.13
3546697,832.0,0.5558,79968.5,24.88,48.44,994.11
3548697,834.0,0.5563,79877.5,24.87,48.47,994.14
3550697,836.0,0.5558,79968.5,24.88,48.48,994.12
3552697,838.0,0.5554,80029.3,24.88,48.46,994.11
3554697,840.0,0.5554,80029.3,24.88,48.44,994.11
3556697,842.0,0.5554,80029.3,24.88,48.46,994.12
3558697,844.0,0.5559,79938.2,24.88,48.47,994.13
3560697,846.0,0.5541,80242.5,24.87,48.47,994.12
3562697,848.0,0.5544,80181.5,24.87,48.47,994.11
3564697,850.0,0.5548,80120.5,24.87,48.47,994.12
3566697,852.0,0.5554,80029.3,24.87,48.48,994.12
3568697,854.0,0.5561,79907.8,24.88,48.49,994.13
3570697,856.0,0.5556,79998.9,24.88,48.5,994.13
3572697,858.0,0.5548,80120.5,24.88,48.51,994.15
3574697,860.0,0.5561,79907.8,24.88,48.65,994.14
3576697,862.0,0.5548,80120.5,24.88,48.43,994.13
3578697,864.0,0.5548,80120.5,24.88,48.43,994.14
3580697,866.0,0.5548,80120.5,24.88,48.36,994.14
3582697,868.0,0.5541,80242.5,24.88,48.44,994.12
3584697,870.0,0.5546,80151.0,24.88,48.44,994.11
3586697,872.0,0.5546,80151.0,24.88,48.43,994.12
3588697,874.0,0.5543,80212.0,24.88,48.4,994.11
3590697,876.0,0.5546,80151.0,24.88,48.4,994.09
3592697,878.0,0.5541,80242.5,24.88,48.42,994.12
3594697,880.0,0.5548,80120.5,24.88,48.43,994.11
3596697,882.0,0.5544,80181.5,24.88,48.43,994.12
3598697,884.0,0.5552,80059.7,24.88,48.43,994.12
3600697,886.0,0.5559,79938.2,24.88,48.46,994.09
3602697,888.0,0.5561,79907.8,24.88,48.46,994.15
3604697,890.0,0.5559,79938.2,24.88,48.44,994.1
3606697,892.0,0.5563,79877.5,24.88,48.46,994.13
3608697,894.0,0.5571,79756.5,24.87,48.44,994.11
3610697,896.0,0.5565,79847.3,24.88,48.42,994.1
3612697,898.0,0.5574,79696.2,24.88,48.43,994.13
3614697,900.0,0.5574,79696.2,24.88,48.48,994.12
3616697,902.0,0.5574,79696.2,24.88,48.47,994.11
3618697,904.0,0.5563,79877.5,24.88,48.48,994.13
3620697,906.0,0.5563,79877.5,24.88,48.48,994.09
3622697,908.0,0.5559,79938.2,24.88,48.48,994.13
3624697,910.0,0.5558,79968.5,24.88,48.38,994.12
3626697,912.0,0.5558,79968.5,24.88,48.49,994.11
3628697,914.0,0.5558,79968.5,24.88,48.49,994.12
3630697,916.0,0.5558,79968.5,24.89,48.53,994.12
3632697,918.0,0.5563,79877.5,24.88,48.51,994.1
3634697,920.0,0.5558,79968.5,24.88,48.52,994.11
3636697,922.0,0.5563,79877.5,24.88,48.48,994.12
3638697,924.0,0.5567,79817.0,24.88,48.5,994.12
3640697,926.0,0.5554,80029.3,24.88,48.51,994.13
3642697,928.0,0.5559,79938.2,24.87,48.53,994.12
3644697,930.0,0.5558,79968.5,24.88,48.55,994.16
3646697,932.0,0.5554,80029.3,24.88,48.57,994.09
3648697,934.0,0.5554,80029.3,24.87,48.56,994.11
3650697,936.0,0.5554,80029.3,24.87,48.52,994.11
3652697,938.0,0.5558,79968.5,24.88,48.48,994.1
